brand,desc,overall_rating,rating_count,original_price,discount_price,offer_percentage,image_url
Roadster,Men Black & White Striped Polo Collar T-shirt,"4
|
458 Ratings",458 Ratings,MRP ₹999,₹299,( 70 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12121352/2020/10/14/c9027eff-07c9-4198-9e33-b49d226088591602670292332-Roadster-Men-Tshirts-311602670290998-1.jpg"");"
Roadster,The Lifestyle Co. Relaxed Fit Printed Detail Pure Cotton T-shirt,Nil,Nil,MRP ₹799,₹231,(71% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25127774/2023/12/1/896ecd74-cae2-4a67-bdb7-5575c75e70201701422135953-Roadster-Men-Tshirts-4561701422135566-1.jpg"");"
Roadster,The Lifestyle Co. Oversized Fit Printed Drop-Shoulder Sleeves Pure Cotton T-shirt,"4.1
|
11 Ratings",11 Ratings,MRP ₹799,₹383,(52% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25521298/2023/12/4/2bc8845f-0f04-488a-81aa-6b04c03b3d131701683878773-Roadster-Men-Tshirts-3061701683878395-1.jpg"");"
Roadster,Men Navy Blue Pure Cotton Solid Round Neck Pure Cotton T-shirt,"4
|
2.5k Ratings",2.5k Ratings,MRP ₹599,₹239,( 60 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1996786/2019/12/23/114174f8-9592-4b96-a785-eafc809965a61577096623908-Roadster-Men-Navy-Blue-Solid-Round-Neck-T-shirt-376157709662-1.jpg"");"
Roadster,The Lifestyle Co. Oversized Fit Pure Cotton Solid Drop-Shoulder Sleeves Casual T-shirt,"3.7
|
7 Ratings",7 Ratings,MRP ₹799,₹367,(54% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24918778/2023/11/29/cd52693d-e9a0-40d2-8ece-9b354546744f1701252901885-Roadster-Men-Tshirts-5191701252901536-1.jpg"");"
Roadster,Men Green & White Pure Cotton Striped Henley Neck T-shirt,"4.2
|
741 Ratings",741 Ratings,MRP ₹1299,₹675,(48% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12907370/2020/12/28/aab20e90-acc2-47ca-a640-df0b3cd5136f1609152656164-Roadster-Men-Tshirts-7831609152654812-1.jpg"");"
Roadster,The Lifestyle Co Men Black Grey Maze Print Pure Cotton T-shirt,"4.2
|
297 Ratings",297 Ratings,MRP ₹799,₹239,( 70 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13620536/2021/5/17/11b26ec3-e3ad-4d5d-aea0-ad32f8ef05181621237611614CapreseBlackCut-WorkHandbagTshirtsTommyHilfigerWomenTshirtsT1.jpg"");"
Roadster,The Lifestyle Co. Oversized Fit Solid Drop-Shoulder Sleeves Pure Cotton T-shirt,"4.8
|
5 Ratings",5 Ratings,MRP ₹799,₹367,(54% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24918832/2023/11/23/763c44ae-c8fc-4a2d-80b5-362d8e820e551700738696818-Roadster-Men-Tshirts-6761700738696492-1.jpg"");"
Roadster,Men Blue Solid Round Neck T-shirt,"4.1
|
2.5k Ratings",2.5k Ratings,MRP ₹499,₹199,( 60 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1996722/2018/2/9/11518167862414-Roadster-Men-Blue-Solid-Round-Neck-T-shirt-9971518167862193-1.jpg"");"
Roadster,Men Maroon & Black Printed Round Neck T-shirt,"4.2
|
3.2k Ratings",3.2k Ratings,MRP ₹499,₹219,(56% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11537058/2020/3/16/55d9911e-9ed9-4f89-803f-aeb933e69c291584349605535-Roadster-Men-Maroon-Printed-Round-Neck-T-shirt-9701584349604-1.jpg"");"
Roadster,The Lifestyle Co. Raglan Sleeves Pure Cotton T-shirt,"4.3
|
160 Ratings",160 Ratings,MRP ₹499,₹274,( 45 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21423542/2023/4/12/7e9f7870-761b-46e8-b5f4-42f3f2147c6b1681280968916-Roadster-Men-Tshirts-7651681280968406-1.jpg"");"
Roadster,Men Charcoal Grey Solid Round Neck T-shirt,"4.1
|
5.6k Ratings",5.6k Ratings,MRP ₹499,₹229,(54% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11687264/2020/6/9/6fe28196-ea0a-4ea9-b132-8fdf8bbd9e4f1591703233064-Roadster-Men-Tshirts-4241591703231327-1.jpg"");"
Roadster,The Lifestyle Co. Oversized Fit Printed Detail Pure Cotton T-shirt,"3.9
|
13 Ratings",13 Ratings,MRP ₹799,₹359,(55% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25127832/2023/11/21/05cb25b5-d4a0-4f41-9c7d-b6e8caf95e661700548307001-Roadster-Men-Tshirts-3101700548306564-1.jpg"");"
Roadster,The Lifestyle Co Men Blue Typography Printed Pure Cotton T-shirt,"4.4
|
72 Ratings",72 Ratings,MRP ₹699,₹209,(70% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13623676/2021/6/11/e9fde881-c4a0-4b9e-9db5-a62cedd263181623391176778-Roadster-Men-Tshirts-3121623391176213-1.jpg"");"
Roadster,The Lifestyle Co. Printed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,"4
|
9 Ratings",9 Ratings,MRP ₹999,₹299,( 70 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25127914/2023/10/26/ad43ecca-48a7-4381-89da-272fab47f2851698315341386-Roadster-Men-Tshirts-8861698315341029-1.jpg"");"
Roadster,The Lifestyle Co. Oversized Fit Drop-Shoulder Sleeves T-shirt,"4.8
|
10 Ratings",10 Ratings,MRP ₹699,₹216,(69% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25521606/2023/12/1/18a9e661-3e52-446b-a4c8-3850827f3ed11701413953940-Roadster-Men-Tshirts-7301701413953606-1.jpg"");"
